query_id,text
26399037_gab,i know im too young to carry a gun but does not the 2 nd amendment give me the constitutional right to defend myself by smearing wet dog shit on little toddler niglet girls who wander away from their teenage alcoholic drug addicted single mothers 🇺 🇸 ✝️ 🇺 🇸 ✝️ 🇺 🇸 ✝️
18918814_gab,dumb yid cunt but most people know that anyway
9989999_gab,if ur still on twitter tell carlton i said his alcoholic drug addicted teenage single mom slapped the stork that was forced to deliver his defective retarded stinky infant ass 😡 😡 😡
1206670386563309569_twitter,<user> i hate you lowkey praying your gay bones are correct 😶
4299781_gab,lmao wow they really do not allow you to go around calling people kike on twitter anymore lmfao banned again
7471394_gab,this psycho gook is suicidal
22842291_gab,i never thought i would see the day when faggots and niggers are held in a higher regard than myself when the leaders of your own country hate you love them your country is screwed
3483203_gab,obamanicknames <number> <number> dollar muslim pimp a hole musloid a token to make stupid white people feel less guilty a tr <user> gay husband americahaterinchief america hating globalist elitist piece of trash arrogant pompous narcissistic thug attention hound b hussein blunder barack arafat
6699296_gab,why must niggers constantly be taken care of american niggers african niggers european niggers asian sand niggers jesus h fucking christ when is enough enough
17885803_gab,they should be at work they are arabs
1077774827681914881_twitter,<user> <user> never beleive a jihadi they garb as secular thats a reason ppl in general dont trust them
1213683174762377216_twitter,with all of the new followers i just want to remind you that all nazis should die 💜
1185280086272106497_twitter,<user> what flag goes on top now the russian one the nazi one the traitorus rebel flag the turkish one or old glory
23674092_gab,sanctuary city leaders in los angeles are gloating over a court win over trump on withholding funds to the illegal abetters the ruling was handed down by a <number> year old spic judge who has been on the bench for over <number> years since appointed by lbj in the mid 6 0 manuel real
23877243_gab,it is a weird type of munchhausen syndrome for niggers these women have it will backfire now nigger women are saying poc is racist niggers always change their descriptor
1237107565676433408_twitter,can ’ t believe a racist tweet ab my city and muslims got over 4 k likes from trump supports is this a fever dream
18971190_gab,why is that little bitch bubble boy marco rubio doing sitting down get your ass up and clap before we send you back to your commie island
24761613_gab,our ruler have dumped muzzies in nashville probably for that reason spite
1192950428088098816_twitter,<user> wonder if they are up for flooding the country with jews instead of muslims bet they arent
1178949767080169473_twitter,i am a dyke i am a whore i am me ❤️
1124797920581160966_twitter,<user> when you been eating too many nazi cakes
24831795_gab,shapeshifting out of based elderly female asian immigrant here to convince the white goyim how fantastic infinity nigger i see the holocaust is there anything it can not do
1179101948202668032_twitter,bitch talking about im dtm when you owe me <number> thats my mfering money
1154520_gab,<user> cue sjw whining but but but but it not violence when we do it we are good just ask us
22369186_gab,i have multiple jobs i am self sufficient and could get more work if i wished you on the other hand will always be a kike or a shabbos goyim <happy>
17427882_gab,canada is turning into a muzzie shit hole too
11619975_gab,oh we got somebody trying to defend the murderous negro community and the drug dealing hispanic community you are also defending those mongrels the islam they say white people are all racist and we can only be racist then their stereotype apply as well
1203708372094267392_twitter,never let a nigga with no money disrespect you that ’ ghetto 🥴
27425090_gab,feel free to place your blame on the democrats the reptilians illuminati obama homosexuals straight cis white male scum deepstate etc but if you mention that there a subversive tribe of chameleon vampires behind it all that going too far buddy chasingghosts internationalorganizedjewery
11103370_gab,anyone remotely interested in philosophical thought or accurate social commentary should follow this man on gab the fact that we have fat negresses on cnn telling the people what to think and not people like this is a goddamn crime
1087796211099336704_twitter,man man man you should hate yourself
18152238_gab,😂 😂 😂 so now there is straight cancer i guess there is homosexual cancer too what next
